Date,ASTRAL.NS,DEEPAKNTR.NS,LTTS.NS,PERSISTENT.NS,TATAELXSI.NS,NIFTY50
2022-11-18,1402.010986328125,2081.291259765625,3674.373046875,1825.438720703125,6699.14404296875,18307.650390625
2022-11-21,1407.52392578125,2083.369384765625,3679.056884765625,1788.7054443359375,6661.3955078125,18159.94921875
2022-11-22,1413.818603515625,2098.609130859375,3724.065185546875,1814.4652099609375,6633.21728515625,18244.19921875
2022-11-23,1412.701171875,2106.87255859375,3692.095947265625,1825.487548828125,6541.9306640625,18267.25
2022-11-24,1395.9395751953125,2082.57763671875,3757.579833984375,1900.59130859375,6430.77392578125,18484.099609375
2022-11-25,1410.9505615234375,2086.635009765625,3753.088623046875,1940.9171142578125,6587.74462890625,18512.75
2022-11-28,1412.3660888671875,2100.637939453125,3730.101806640625,1968.851806640625,6604.2626953125,18562.75
2022-11-29,1402.04833984375,2146.357666015625,3714.9384765625,1972.1756591796875,6589.4931640625,18618.05078125
2022-11-30,1403.9853515625,2152.938720703125,3684.514404296875,2030.80712890625,6811.515625,18758.349609375
2022-12-01,1433.4483642578125,2143.09228515625,4017.631103515625,2113.511474609375,6871.1748046875,18812.5
2022-12-02,1503.5859375,2188.514892578125,4140.87158203125,2123.947265625,6834.5439453125,18696.099609375
2022-12-05,1520.2362060546875,2232.008056640625,4103.783203125,2084.086181640625,6764.05029296875,18701.05078125
2022-12-06,1515.8406982421875,2215.6796875,4073.98779296875,2021.250732421875,6689.47607421875,18642.75
2022-12-07,1491.0706787109375,2189.702392578125,4010.91796875,1983.8092041015625,6642.88525390625,18560.5
2022-12-08,1538.748046875,2216.223876953125,3966.2001953125,2005.1204833984375,6636.71533203125,18609.349609375
2022-12-09,1536.5877685546875,2168.722900390625,3844.891357421875,1933.4874267578125,6554.513671875,18496.599609375
2022-12-12,1522.80615234375,2167.238525390625,3751.156982421875,1980.9495849609375,6502.5302734375,18497.150390625
2022-12-13,1564.0394287109375,2198.559326171875,3771.632568359375,1994.0985107421875,6444.57177734375,18608.0
2022-12-14,1590.6346435546875,2198.163818359375,3891.9755859375,2051.5810546875,6433.49462890625,18660.30078125
2022-12-15,1554.9139404296875,2152.98828125,3905.835205078125,2005.7806396484375,6364.6533203125,18414.900390625
2022-12-16,1528.2071533203125,2086.43701171875,3847.1611328125,1939.7197265625,6247.13232421875,18269.0
2022-12-19,1510.88671875,2068.6240234375,3853.728759765625,1936.2979736328125,6173.189453125,18420.44921875
2022-12-20,1495.54052734375,2065.55615234375,3816.06103515625,1912.273681640625,6135.24658203125,18385.30078125
2022-12-21,1461.90576171875,2027.9017333984375,3821.904296875,1910.6605224609375,6026.76171875,18199.099609375
2022-12-22,1464.6993408203125,1991.484375,3816.447265625,1905.0394287109375,5879.2646484375,18127.349609375
2022-12-23,1411.174072265625,1868.674072265625,3576.099609375,1874.220703125,5672.109375,17806.80078125
2022-12-26,1460.229736328125,1931.0194091796875,3600.9697265625,1862.6605224609375,6075.392578125,18014.599609375
2022-12-27,1469.802490234375,1964.616455078125,3643.611328125,1914.1068115234375,6249.318359375,18132.30078125
